idx,nom_rue,highway,longueur_m,largeur_m,hauteur_bat_m,nb_batiments,ratio_hw,h_canyon_m,vent_eff,total_emit,concentration,delta_T,heure,pblh_m
488,Ruelle sans nom (segment 488),residential,135.38443577715526,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
489,Ruelle sans nom (segment 489),residential,93.75992988836292,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
490,Ruelle sans nom (segment 490),residential,55.46272892831694,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
491,Ruelle sans nom (segment 491),residential,49.53049557763174,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
492,Ruelle sans nom (segment 492),residential,53.30905458852745,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
493,Ruelle sans nom (segment 493),residential,93.8049176150642,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
494,Ruelle sans nom (segment 494),residential,83.98423649882511,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
495,Ruelle sans nom (segment 495),residential,54.83464597813396,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
496,Ruelle sans nom (segment 496),residential,47.90596351582515,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
497,Ruelle sans nom (segment 497),residential,48.60352037995655,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
498,Ruelle sans nom (segment 498),residential,47.63896037148999,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
499,Ruelle sans nom (segment 499),unclassified,179.84695318812715,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
500,Tây Thăng Long,secondary,120.67281494998724,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.16,22,170
